id,category,productName,date,quantitySold,listPrice,unitPrice,inSeason,season,promotional,discountRate,isPayday,isDoubleDay,isWeekend,promoType
23,Skincare,Whitening Face Wash,2024-01-23,7,66.05,66.05,0,Christmas,0,0,0,0,0,none
24,Skincare,Whitening Face Wash,2024-01-24,10,66.05,54.82,0,Christmas,1,0.17,0,0,0,regular
25,Skincare,Whitening Face Wash,2024-01-25,30,66.05,66.05,0,Christmas,0,0,0,0,0,none
26,Skincare,Whitening Face Wash,2024-01-26,33,66.05,66.05,0,Christmas,0,0,0,0,0,none
27,Skincare,Whitening Face Wash,2024-01-27,32,66.05,66.05,0,Christmas,0,0,0,0,1,none
28,Skincare,Whitening Face Wash,2024-01-28,9,66.05,48.22,0,Christmas,1,0.27,0,0,1,regular
29,Skincare,Whitening Face Wash,2024-01-29,33,66.05,66.05,0,Christmas,0,0,0,0,0,none
30,Skincare,Whitening Face Wash,2024-01-30,32,66.05,66.05,0,Christmas,0,0,0,0,0,none
31,Skincare,Whitening Face Wash,2024-01-31,42,66.05,66.05,0,Christmas,0,0,1,0,0,none
32,Skincare,Whitening Face Wash,2024-02-01,10,66.05,53.5,0,Christmas,1,0.19,0,0,0,regular
33,Skincare,Whitening Face Wash,2024-02-02,7,66.05,66.05,0,Christmas,0,0,0,1,0,none
34,Skincare,Whitening Face Wash,2024-02-03,39,66.05,66.05,0,Christmas,0,0,0,0,1,none
35,Skincare,Whitening Face Wash,2024-02-04,54,66.05,51.52,0,Christmas,1,0.22,0,0,1,regular
36,Skincare,Whitening Face Wash,2024-02-05,29,66.05,66.05,0,Christmas,0,0,0,0,0,none
37,Skincare,Whitening Face Wash,2024-02-06,3,66.05,66.05,0,Christmas,0,0,0,0,0,none
38,Skincare,Whitening Face Wash,2024-02-07,28,66.05,66.05,0,Christmas,0,0,0,0,0,none
39,Skincare,Whitening Face Wash,2024-02-08,18,66.05,66.05,0,Christmas,0,0,0,0,0,none
40,Skincare,Whitening Face Wash,2024-02-09,33,66.05,66.05,0,Christmas,0,0,0,0,0,none
41,Skincare,Whitening Face Wash,2024-02-10,36,66.05,66.05,0,Christmas,0,0,0,0,1,none
42,Skincare,Whitening Face Wash,2024-02-11,27,66.05,66.05,0,Christmas,0,0,0,0,1,none
43,Skincare,Whitening Face Wash,2024-02-12,10,66.05,66.05,0,Christmas,0,0,0,0,0,none
44,Skincare,Whitening Face Wash,2024-02-13,37,66.05,53.5,0,Christmas,1,0.19,0,0,0,regular
45,Skincare,Whitening Face Wash,2024-02-14,7,66.05,66.05,0,Christmas,0,0,0,0,0,none
46,Skincare,Whitening Face Wash,2024-02-15,60,66.05,40.95,0,Christmas,1,0.38,1,0,0,payday
47,Skincare,Whitening Face Wash,2024-02-16,23,66.05,66.05,0,Christmas,0,0,0,0,0,none
48,Skincare,Whitening Face Wash,2024-02-17,9,66.05,66.05,0,Christmas,0,0,0,0,1,none
49,Skincare,Whitening Face Wash,2024-02-18,20,66.05,66.05,0,Christmas,0,0,0,0,1,none
50,Skincare,Whitening Face Wash,2024-02-19,18,66.05,66.05,0,Christmas,0,0,0,0,0,none
51,Skincare,Whitening Face Wash,2024-02-20,20,66.05,66.05,0,Christmas,0,0,0,0,0,none
52,Skincare,Whitening Face Wash,2024-02-21,23,66.05,66.05,0,Christmas,0,0,0,0,0,none
53,Skincare,Whitening Face Wash,2024-02-22,22,66.05,66.05,0,Christmas,0,0,0,0,0,none
54,Skincare,Whitening Face Wash,2024-02-23,26,66.05,52.18,0,Christmas,1,0.21,0,0,0,regular
55,Skincare,Whitening Face Wash,2024-02-24,15,66.05,66.05,0,Christmas,0,0,0,0,1,none
56,Skincare,Whitening Face Wash,2024-02-25,5,66.05,56.14,0,Christmas,1,0.15,0,0,1,regular
57,Skincare,Whitening Face Wash,2024-02-26,4,66.05,66.05,0,Christmas,0,0,0,0,0,none
58,Skincare,Whitening Face Wash,2024-02-27,15,66.05,66.05,0,Christmas,0,0,0,0,0,none
59,Skincare,Whitening Face Wash,2024-02-28,22,66.05,66.05,0,Christmas,0,0,0,0,0,none
60,Skincare,Whitening Face Wash,2024-02-29,65,66.05,37.65,0,Christmas,1,0.43,1,0,0,payday
61,Skincare,Whitening Face Wash,2024-03-01,26,66.05,66.05,1,Summer,0,0,0,0,0,none
62,Skincare,Whitening Face Wash,2024-03-02,42,66.05,66.05,1,Summer,0,0,0,0,1,none
63,Skincare,Whitening Face Wash,2024-03-03,13,66.05,34.35,1,Summer,1,0.48,0,1,1,double_day
64,Skincare,Whitening Face Wash,2024-03-04,41,66.05,66.05,1,Summer,0,0,0,0,0,none
65,Skincare,Whitening Face Wash,2024-03-05,13,66.05,66.05,1,Summer,0,0,0,0,0,none
66,Skincare,Whitening Face Wash,2024-03-06,54,66.05,66.05,1,Summer,0,0,0,0,0,none
67,Skincare,Whitening Face Wash,2024-03-07,27,66.05,66.05,1,Summer,0,0,0,0,0,none
68,Skincare,Whitening Face Wash,2024-03-08,5,66.05,66.05,1,Summer,0,0,0,0,0,none
69,Skincare,Whitening Face Wash,2024-03-09,10,66.05,66.05,1,Summer,0,0,0,0,1,none
70,Skincare,Whitening Face Wash,2024-03-10,20,66.05,66.05,1,Summer,0,0,0,0,1,none
71,Skincare,Whitening Face Wash,2024-03-11,17,66.05,66.05,1,Summer,0,0,0,0,0,none
72,Skincare,Whitening Face Wash,2024-03-12,42,66.05,66.05,1,Summer,0,0,0,0,0,none
73,Skincare,Whitening Face Wash,2024-03-13,3,66.05,66.05,1,Summer,0,0,0,0,0,none
74,Skincare,Whitening Face Wash,2024-03-14,33,66.05,66.05,1,Summer,0,0,0,0,0,none
75,Skincare,Whitening Face Wash,2024-03-15,36,66.05,48.22,1,Summer,1,0.27,1,0,0,payday
76,Skincare,Whitening Face Wash,2024-03-16,20,66.05,66.05,1,Summer,0,0,0,0,1,none
77,Skincare,Whitening Face Wash,2024-03-17,58,66.05,66.05,1,Summer,0,0,0,0,1,none
78,Skincare,Whitening Face Wash,2024-03-18,24,66.05,66.05,1,Summer,0,0,0,0,0,none
79,Skincare,Whitening Face Wash,2024-03-19,39,66.05,66.05,1,Summer,0,0,0,0,0,none
80,Skincare,Whitening Face Wash,2024-03-20,8,66.05,66.05,1,Summer,0,0,0,0,0,none
81,Skincare,Whitening Face Wash,2024-03-21,35,66.05,66.05,1,Summer,0,0,0,0,0,none
82,Skincare,Whitening Face Wash,2024-03-22,42,66.05,66.05,1,Summer,0,0,0,0,0,none
83,Skincare,Whitening Face Wash,2024-03-23,5,66.05,66.05,1,Summer,0,0,0,0,1,none
84,Skincare,Whitening Face Wash,2024-03-24,12,66.05,66.05,1,Summer,0,0,0,0,1,none
85,Skincare,Whitening Face Wash,2024-03-25,23,66.05,66.05,1,Summer,0,0,0,0,0,none
86,Skincare,Whitening Face Wash,2024-03-26,14,66.05,66.05,1,Summer,0,0,0,0,0,none
87,Skincare,Whitening Face Wash,2024-03-27,23,66.05,66.05,1,Summer,0,0,0,0,0,none
88,Skincare,Whitening Face Wash,2024-03-28,6,66.05,66.05,1,Summer,0,0,0,0,0,none
89,Skincare,Whitening Face Wash,2024-03-29,28,66.05,66.05,1,Summer,0,0,0,0,0,none
90,Skincare,Whitening Face Wash,2024-03-30,51,66.05,66.05,1,Summer,0,0,0,0,1,none
91,Skincare,Whitening Face Wash,2024-03-31,49,66.05,66.05,1,Summer,0,0,1,0,1,none
92,Skincare,Whitening Face Wash,2024-04-01,21,66.05,66.05,1,Summer,0,0,0,0,0,none
93,Skincare,Whitening Face Wash,2024-04-02,30,66.05,66.05,1,Summer,0,0,0,0,0,none
94,Skincare,Whitening Face Wash,2024-04-03,34,66.05,66.05,1,Summer,0,0,0,0,0,none
95,Skincare,Whitening Face Wash,2024-04-04,26,66.05,66.05,1,Summer,0,0,0,1,0,none
96,Skincare,Whitening Face Wash,2024-04-05,52,66.05,66.05,1,Summer,0,0,0,0,0,none
97,Skincare,Whitening Face Wash,2024-04-06,31,66.05,66.05,1,Summer,0,0,0,0,1,none
98,Skincare,Whitening Face Wash,2024-04-07,59,66.05,52.18,1,Summer,1,0.21,0,0,1,regular
99,Skincare,Whitening Face Wash,2024-04-08,32,66.05,66.05,1,Summer,0,0,0,0,0,none
100,Skincare,Whitening Face Wash,2024-04-09,44,66.05,66.05,1,Summer,0,0,0,0,0,none
101,Skincare,Whitening Face Wash,2024-04-10,4,66.05,66.05,1,Summer,0,0,0,0,0,none
102,Skincare,Whitening Face Wash,2024-04-11,32,66.05,66.05,1,Summer,0,0,0,0,0,none
103,Skincare,Whitening Face Wash,2024-04-12,49,66.05,66.05,1,Summer,0,0,0,0,0,none
104,Skincare,Whitening Face Wash,2024-04-13,41,66.05,66.05,1,Summer,0,0,0,0,1,none
105,Skincare,Whitening Face Wash,2024-04-14,33,66.05,66.05,1,Summer,0,0,0,0,1,none
106,Skincare,Whitening Face Wash,2024-04-15,56,66.05,66.05,1,Summer,0,0,1,0,0,none
107,Skincare,Whitening Face Wash,2024-04-16,53,66.05,66.05,1,Summer,0,0,0,0,0,none
108,Skincare,Whitening Face Wash,2024-04-17,11,66.05,66.05,1,Summer,0,0,0,0,0,none
109,Skincare,Whitening Face Wash,2024-04-18,40,66.05,66.05,1,Summer,0,0,0,0,0,none
110,Skincare,Whitening Face Wash,2024-04-19,36,66.05,66.05,1,Summer,0,0,0,0,0,none
111,Skincare,Whitening Face Wash,2024-04-20,5,66.05,66.05,1,Summer,0,0,0,0,1,none
112,Skincare,Whitening Face Wash,2024-04-21,35,66.05,66.05,1,Summer,0,0,0,0,1,none
113,Skincare,Whitening Face Wash,2024-04-22,47,66.05,66.05,1,Summer,0,0,0,0,0,none
114,Skincare,Whitening Face Wash,2024-04-23,45,66.05,66.05,1,Summer,0,0,0,0,0,none
115,Skincare,Whitening Face Wash,2024-04-24,19,66.05,66.05,1,Summer,0,0,0,0,0,none
116,Skincare,Whitening Face Wash,2024-04-25,17,66.05,66.05,1,Summer,0,0,0,0,0,none
117,Skincare,Whitening Face Wash,2024-04-26,15,66.05,66.05,1,Summer,0,0,0,0,0,none
118,Skincare,Whitening Face Wash,2024-04-27,22,66.05,66.05,1,Summer,0,0,0,0,1,none
119,Skincare,Whitening Face Wash,2024-04-28,54,66.05,66.05,1,Summer,0,0,0,0,1,none
120,Skincare,Whitening Face Wash,2024-04-29,55,66.05,50.86,1,Summer,1,0.23,0,0,0,regular
121,Skincare,Whitening Face Wash,2024-04-30,41,66.05,66.05,1,Summer,0,0,1,0,0,none
122,Skincare,Whitening Face Wash,2024-05-01,9,66.05,66.05,1,Summer,0,0,0,0,0,none
123,Skincare,Whitening Face Wash,2024-05-02,16,66.05,66.05,1,Summer,0,0,0,0,0,none
124,Skincare,Whitening Face Wash,2024-05-03,24,66.05,66.05,1,Summer,0,0,0,0,0,none
125,Skincare,Whitening Face Wash,2024-05-04,79,66.05,58.12,1,Summer,1,0.12,0,0,1,regular
126,Skincare,Whitening Face Wash,2024-05-05,41,66.05,66.05,1,Summer,0,0,0,1,1,none
127,Skincare,Whitening Face Wash,2024-05-06,12,66.05,66.05,1,Summer,0,0,0,0,0,none
128,Skincare,Whitening Face Wash,2024-05-07,51,66.05,66.05,1,Summer,0,0,0,0,0,none
129,Skincare,Whitening Face Wash,2024-05-08,11,66.05,66.05,1,Summer,0,0,0,0,0,none
130,Skincare,Whitening Face Wash,2024-05-09,5,66.05,66.05,1,Summer,0,0,0,0,0,none
131,Skincare,Whitening Face Wash,2024-05-10,24,66.05,66.05,1,Summer,0,0,0,0,0,none
132,Skincare,Whitening Face Wash,2024-05-11,33,66.05,66.05,1,Summer,0,0,0,0,1,none
133,Skincare,Whitening Face Wash,2024-05-12,39,66.05,66.05,1,Summer,0,0,0,0,1,none
134,Skincare,Whitening Face Wash,2024-05-13,6,66.05,66.05,1,Summer,0,0,0,0,0,none
135,Skincare,Whitening Face Wash,2024-05-14,15,66.05,66.05,1,Summer,0,0,0,0,0,none
136,Skincare,Whitening Face Wash,2024-05-15,54,66.05,66.05,1,Summer,0,0,1,0,0,none
137,Skincare,Whitening Face Wash,2024-05-16,35,66.05,66.05,1,Summer,0,0,0,0,0,none
138,Skincare,Whitening Face Wash,2024-05-17,7,66.05,66.05,1,Summer,0,0,0,0,0,none
139,Skincare,Whitening Face Wash,2024-05-18,68,66.05,50.2,1,Summer,1,0.24,0,0,1,regular
140,Skincare,Whitening Face Wash,2024-05-19,41,66.05,66.05,1,Summer,0,0,0,0,1,none
141,Skincare,Whitening Face Wash,2024-05-20,43,66.05,66.05,1,Summer,0,0,0,0,0,none
142,Skincare,Whitening Face Wash,2024-05-21,38,66.05,66.05,1,Summer,0,0,0,0,0,none
143,Skincare,Whitening Face Wash,2024-05-22,65,66.05,48.22,1,Summer,1,0.27,0,0,0,regular
144,Skincare,Whitening Face Wash,2024-05-23,39,66.05,66.05,1,Summer,0,0,0,0,0,none
145,Skincare,Whitening Face Wash,2024-05-24,69,66.05,52.84,1,Summer,1,0.2,0,0,0,regular
146,Skincare,Whitening Face Wash,2024-05-25,23,66.05,66.05,1,Summer,0,0,0,0,1,none
147,Skincare,Whitening Face Wash,2024-05-26,6,66.05,66.05,1,Summer,0,0,0,0,1,none
148,Skincare,Whitening Face Wash,2024-05-27,3,66.05,66.05,1,Summer,0,0,0,0,0,none
149,Skincare,Whitening Face Wash,2024-05-28,37,66.05,66.05,1,Summer,0,0,0,0,0,none
150,Skincare,Whitening Face Wash,2024-05-29,68,66.05,51.52,1,Summer,1,0.22,0,0,0,regular
151,Skincare,Whitening Face Wash,2024-05-30,45,66.05,66.05,1,Summer,0,0,0,0,0,none
152,Skincare,Whitening Face Wash,2024-05-31,57,66.05,66.05,1,Summer,0,0,1,0,0,none
153,Skincare,Whitening Face Wash,2024-06-01,10,66.05,66.05,0,Back-to-School,0,0,0,0,1,none
154,Skincare,Whitening Face Wash,2024-06-02,25,66.05,66.05,0,Back-to-School,0,0,0,0,1,none
155,Skincare,Whitening Face Wash,2024-06-03,29,66.05,66.05,0,Back-to-School,0,0,0,0,0,none
156,Skincare,Whitening Face Wash,2024-06-04,14,66.05,66.05,0,Back-to-School,0,0,0,0,0,none
157,Skincare,Whitening Face Wash,2024-06-05,18,66.05,66.05,0,Back-to-School,0,0,0,0,0,none
158,Skincare,Whitening Face Wash,2024-06-06,3,66.05,66.05,0,Back-to-School,0,0,0,1,0,none
159,Skincare,Whitening Face Wash,2024-06-07,23,66.05,66.05,0,Back-to-School,0,0,0,0,0,none
160,Skincare,Whitening Face Wash,2024-06-08,28,66.05,66.05,0,Back-to-School,0,0,0,0,1,none
161,Skincare,Whitening Face Wash,2024-06-09,26,66.05,66.05,0,Back-to-School,0,0,0,0,1,none
162,Skincare,Whitening Face Wash,2024-06-10,10,66.05,66.05,0,Back-to-School,0,0,0,0,0,none
163,Skincare,Whitening Face Wash,2024-06-11,33,66.05,66.05,0,Back-to-School,0,0,0,0,0,none
164,Skincare,Whitening Face Wash,2024-06-12,25,66.05,66.05,0,Back-to-School,0,0,0,0,0,none
165,Skincare,Whitening Face Wash,2024-06-13,20,66.05,66.05,0,Back-to-School,0,0,0,0,0,none
166,Skincare,Whitening Face Wash,2024-06-14,37,66.05,66.05,0,Back-to-School,0,0,0,0,0,none
167,Skincare,Whitening Face Wash,2024-06-15,16,66.05,66.05,0,Back-to-School,0,0,1,0,1,none
168,Skincare,Whitening Face Wash,2024-06-16,25,66.05,66.05,0,Back-to-School,0,0,0,0,1,none
169,Skincare,Whitening Face Wash,2024-06-17,49,66.05,48.88,0,Back-to-School,1,0.26,0,0,0,regular
170,Skincare,Whitening Face Wash,2024-06-18,8,66.05,66.05,0,Back-to-School,0,0,0,0,0,none
171,Skincare,Whitening Face Wash,2024-06-19,23,66.05,66.05,0,Back-to-School,0,0,0,0,0,none
172,Skincare,Whitening Face Wash,2024-06-20,13,66.05,66.05,0,Back-to-School,0,0,0,0,0,none
173,Skincare,Whitening Face Wash,2024-06-21,40,66.05,66.05,0,Back-to-School,0,0,0,0,0,none
174,Skincare,Whitening Face Wash,2024-06-22,2,66.05,66.05,0,Back-to-School,0,0,0,0,1,none
175,Skincare,Whitening Face Wash,2024-06-23,20,66.05,66.05,0,Back-to-School,0,0,0,0,1,none
176,Skincare,Whitening Face Wash,2024-06-24,23,66.05,66.05,0,Back-to-School,0,0,0,0,0,none
177,Skincare,Whitening Face Wash,2024-06-25,7,66.05,66.05,0,Back-to-School,0,0,0,0,0,none
178,Skincare,Whitening Face Wash,2024-06-26,6,66.05,66.05,0,Back-to-School,0,0,0,0,0,none
179,Skincare,Whitening Face Wash,2024-06-27,32,66.05,66.05,0,Back-to-School,0,0,0,0,0,none
180,Skincare,Whitening Face Wash,2024-06-28,22,66.05,66.05,0,Back-to-School,0,0,0,0,0,none
181,Skincare,Whitening Face Wash,2024-06-29,36,66.05,66.05,0,Back-to-School,0,0,0,0,1,none
182,Skincare,Whitening Face Wash,2024-06-30,24,66.05,48.88,0,Back-to-School,1,0.26,1,0,1,payday
183,Skincare,Whitening Face Wash,2024-07-01,19,66.05,66.05,0,Back-to-School,0,0,0,0,0,none
184,Skincare,Whitening Face Wash,2024-07-02,25,66.05,66.05,0,Back-to-School,0,0,0,0,0,none
185,Skincare,Whitening Face Wash,2024-07-03,14,66.05,66.05,0,Back-to-School,0,0,0,0,0,none
186,Skincare,Whitening Face Wash,2024-07-04,2,66.05,66.05,0,Back-to-School,0,0,0,0,0,none
187,Skincare,Whitening Face Wash,2024-07-05,19,66.05,51.52,0,Back-to-School,1,0.22,0,0,0,regular
188,Skincare,Whitening Face Wash,2024-07-06,41,66.05,51.52,0,Back-to-School,1,0.22,0,0,1,regular
189,Skincare,Whitening Face Wash,2024-07-07,35,66.05,66.05,0,Back-to-School,0,0,0,1,1,none
190,Skincare,Whitening Face Wash,2024-07-08,44,66.05,55.48,0,Back-to-School,1,0.16,0,0,0,regular
191,Skincare,Whitening Face Wash,2024-07-09,2,66.05,66.05,0,Back-to-School,0,0,0,0,0,none
192,Skincare,Whitening Face Wash,2024-07-10,31,66.05,66.05,0,Back-to-School,0,0,0,0,0,none
193,Skincare,Whitening Face Wash,2024-07-11,39,66.05,66.05,0,Back-to-School,0,0,0,0,0,none
194,Skincare,Whitening Face Wash,2024-07-12,28,66.05,66.05,0,Back-to-School,0,0,0,0,0,none
195,Skincare,Whitening Face Wash,2024-07-13,44,66.05,66.05,0,Back-to-School,0,0,0,0,1,none
196,Skincare,Whitening Face Wash,2024-07-14,26,66.05,66.05,0,Back-to-School,0,0,0,0,1,none
197,Skincare,Whitening Face Wash,2024-07-15,29,66.05,66.05,0,Back-to-School,0,0,1,0,0,none
198,Skincare,Whitening Face Wash,2024-07-16,10,66.05,66.05,0,Back-to-School,0,0,0,0,0,none
199,Skincare,Whitening Face Wash,2024-07-17,16,66.05,66.05,0,Back-to-School,0,0,0,0,0,none
200,Skincare,Whitening Face Wash,2024-07-18,27,66.05,66.05,0,Back-to-School,0,0,0,0,0,none
201,Skincare,Whitening Face Wash,2024-07-19,36,66.05,66.05,0,Back-to-School,0,0,0,0,0,none
202,Skincare,Whitening Face Wash,2024-07-20,9,66.05,66.05,0,Back-to-School,0,0,0,0,1,none
203,Skincare,Whitening Face Wash,2024-07-21,22,66.05,66.05,0,Back-to-School,0,0,0,0,1,none
204,Skincare,Whitening Face Wash,2024-07-22,36,66.05,66.05,0,Back-to-School,0,0,0,0,0,none
205,Skincare,Whitening Face Wash,2024-07-23,29,66.05,66.05,0,Back-to-School,0,0,0,0,0,none
206,Skincare,Whitening Face Wash,2024-07-24,6,66.05,66.05,0,Back-to-School,0,0,0,0,0,none
207,Skincare,Whitening Face Wash,2024-07-25,34,66.05,66.05,0,Back-to-School,0,0,0,0,0,none
208,Skincare,Whitening Face Wash,2024-07-26,11,66.05,66.05,0,Back-to-School,0,0,0,0,0,none
209,Skincare,Whitening Face Wash,2024-07-27,5,66.05,66.05,0,Back-to-School,0,0,0,0,1,none
210,Skincare,Whitening Face Wash,2024-07-28,9,66.05,66.05,0,Back-to-School,0,0,0,0,1,none
211,Skincare,Whitening Face Wash,2024-07-29,10,66.05,52.84,0,Back-to-School,1,0.2,0,0,0,regular
212,Skincare,Whitening Face Wash,2024-07-30,25,66.05,56.8,0,Back-to-School,1,0.14,0,0,0,regular
213,Skincare,Whitening Face Wash,2024-07-31,27,66.05,66.05,0,Back-to-School,0,0,1,0,0,none
214,Skincare,Whitening Face Wash,2024-08-01,18,66.05,66.05,1,Rainy,0,0,0,0,0,none
215,Skincare,Whitening Face Wash,2024-08-02,46,66.05,66.05,1,Rainy,0,0,0,0,0,none
216,Skincare,Whitening Face Wash,2024-08-03,42,66.05,66.05,1,Rainy,0,0,0,0,1,none
217,Skincare,Whitening Face Wash,2024-08-04,18,66.05,66.05,1,Rainy,0,0,0,0,1,none
218,Skincare,Whitening Face Wash,2024-08-05,43,66.05,66.05,1,Rainy,0,0,0,0,0,none
219,Skincare,Whitening Face Wash,2024-08-06,13,66.05,66.05,1,Rainy,0,0,0,0,0,none
220,Skincare,Whitening Face Wash,2024-08-07,31,66.05,66.05,1,Rainy,0,0,0,0,0,none
221,Skincare,Whitening Face Wash,2024-08-08,40,66.05,50.2,1,Rainy,1,0.24,0,1,0,double_day
222,Skincare,Whitening Face Wash,2024-08-09,47,66.05,66.05,1,Rainy,0,0,0,0,0,none
223,Skincare,Whitening Face Wash,2024-08-10,37,66.05,66.05,1,Rainy,0,0,0,0,1,none
224,Skincare,Whitening Face Wash,2024-08-11,47,66.05,66.05,1,Rainy,0,0,0,0,1,none
225,Skincare,Whitening Face Wash,2024-08-12,28,66.05,66.05,1,Rainy,0,0,0,0,0,none
226,Skincare,Whitening Face Wash,2024-08-13,25,66.05,66.05,1,Rainy,0,0,0,0,0,none
227,Skincare,Whitening Face Wash,2024-08-14,30,66.05,66.05,1,Rainy,0,0,0,0,0,none
228,Skincare,Whitening Face Wash,2024-08-15,17,66.05,66.05,1,Rainy,0,0,1,0,0,none
229,Skincare,Whitening Face Wash,2024-08-16,15,66.05,57.46,1,Rainy,1,0.13,0,0,0,regular
230,Skincare,Whitening Face Wash,2024-08-17,19,66.05,66.05,1,Rainy,0,0,0,0,1,none
231,Skincare,Whitening Face Wash,2024-08-18,29,66.05,66.05,1,Rainy,0,0,0,0,1,none
232,Skincare,Whitening Face Wash,2024-08-19,45,66.05,66.05,1,Rainy,0,0,0,0,0,none
233,Skincare,Whitening Face Wash,2024-08-20,40,66.05,66.05,1,Rainy,0,0,0,0,0,none
234,Skincare,Whitening Face Wash,2024-08-21,49,66.05,66.05,1,Rainy,0,0,0,0,0,none
235,Skincare,Whitening Face Wash,2024-08-22,11,66.05,66.05,1,Rainy,0,0,0,0,0,none
236,Skincare,Whitening Face Wash,2024-08-23,37,66.05,66.05,1,Rainy,0,0,0,0,0,none
237,Skincare,Whitening Face Wash,2024-08-24,29,66.05,66.05,1,Rainy,0,0,0,0,1,none
238,Skincare,Whitening Face Wash,2024-08-25,41,66.05,66.05,1,Rainy,0,0,0,0,1,none
239,Skincare,Whitening Face Wash,2024-08-26,10,66.05,66.05,1,Rainy,0,0,0,0,0,none
240,Skincare,Whitening Face Wash,2024-08-27,59,66.05,66.05,1,Rainy,0,0,0,0,0,none
241,Skincare,Whitening Face Wash,2024-08-28,23,66.05,66.05,1,Rainy,0,0,0,0,0,none
242,Skincare,Whitening Face Wash,2024-08-29,19,66.05,66.05,1,Rainy,0,0,0,0,0,none
243,Skincare,Whitening Face Wash,2024-08-30,25,66.05,66.05,1,Rainy,0,0,0,0,0,none
244,Skincare,Whitening Face Wash,2024-08-31,6,66.05,66.05,1,Rainy,0,0,1,0,1,none
245,Skincare,Whitening Face Wash,2024-09-01,19,66.05,66.05,1,Rainy,0,0,0,0,1,none
246,Skincare,Whitening Face Wash,2024-09-02,31,66.05,66.05,1,Rainy,0,0,0,0,0,none
247,Skincare,Whitening Face Wash,2024-09-03,9,66.05,66.05,1,Rainy,0,0,0,0,0,none
248,Skincare,Whitening Face Wash,2024-09-04,23,66.05,66.05,1,Rainy,0,0,0,0,0,none
249,Skincare,Whitening Face Wash,2024-09-05,19,66.05,66.05,1,Rainy,0,0,0,0,0,none
250,Skincare,Whitening Face Wash,2024-09-06,12,66.05,50.2,1,Rainy,1,0.24,0,0,0,regular
251,Skincare,Whitening Face Wash,2024-09-07,45,66.05,46.23,1,Rainy,1,0.3,0,0,1,regular
252,Skincare,Whitening Face Wash,2024-09-08,26,66.05,66.05,1,Rainy,0,0,0,0,1,none
253,Skincare,Whitening Face Wash,2024-09-09,53,66.05,66.05,1,Rainy,0,0,0,1,0,none
254,Skincare,Whitening Face Wash,2024-09-10,14,66.05,66.05,1,Rainy,0,0,0,0,0,none
255,Skincare,Whitening Face Wash,2024-09-11,54,66.05,66.05,1,Rainy,0,0,0,0,0,none
256,Skincare,Whitening Face Wash,2024-09-12,30,66.05,66.05,1,Rainy,0,0,0,0,0,none
257,Skincare,Whitening Face Wash,2024-09-13,20,66.05,66.05,1,Rainy,0,0,0,0,0,none
258,Skincare,Whitening Face Wash,2024-09-14,80,66.05,59.45,1,Rainy,1,0.1,0,0,1,regular
259,Skincare,Whitening Face Wash,2024-09-15,34,66.05,38.31,1,Rainy,1,0.42,1,0,1,payday
